filename,date,year,month,title,word_count,category,is_repost
2023-01-19_健康中国行动领域扫描启动！诚邀社会组织伙伴加入研究，与您一起，共创未来！.txt,2023-01-19,2023,1,健康中国行动领域扫描启动！诚邀社会组织伙伴加入研究，与您一起，共创未来！,1451,政策动态,False
2023-02-06_「转」ESG观察 ｜ 达成“双碳目标”，亟待实现粮食系统转型.txt,2023-02-06,2023,2,「转」ESG观察 ｜ 达成“双碳目标”，亟待实现粮食系统转型,2690,行业洞察,True
2023-02-07_「转」ESG观察 ｜ 粮食系统转型助推碳达标，食品行业供应链企业环境指标改善.txt,2023-02-07,2023,2,「转」ESG观察 ｜ 粮食系统转型助推碳达标，食品行业供应链企业环境指标改善,1946,评估方法,True
2023-02-10_「转」ESG观察 ｜ 方兴未艾，中国互联网大厂ESG实践行还是不行？.txt,2023-02-10,2023,2,「转」ESG观察 ｜ 方兴未艾，中国互联网大厂ESG实践行还是不行？,2352,行业洞察,True
2023-02-15_「转」ESG观察 ｜ 中国互联网大厂ESG典型案例与实践路径.txt,2023-02-15,2023,2,「转」ESG观察 ｜ 中国互联网大厂ESG典型案例与实践路径,2399,评估方法,True
2023-03-06_ESG观察 ｜ 任重道远，责任视角下的养老基金ESG投资.txt,2023-03-06,2023,3,ESG观察 ｜ 任重道远，责任视角下的养老基金ESG投资,3918,行业洞察,False
2023-03-16_公益观察 ｜ 农村女性赋能的公益创新和实践路径.txt,2023-03-16,2023,3,公益观察 ｜ 农村女性赋能的公益创新和实践路径,1885,政策动态,False
2023-03-27_「转」ESG私董会 ｜ 规避乱象、厘清价值，多元视角中的ESG.txt,2023-03-27,2023,3,「转」ESG私董会 ｜ 规避乱象、厘清价值，多元视角中的ESG,3206,行业洞察,True
2023-04-07_「转」ESG观察 ｜ 央企上市公司ESG现状和发展.txt,2023-04-07,2023,4,「转」ESG观察 ｜ 央企上市公司ESG现状和发展,2615,行业洞察,True
2023-04-07_招募：评估咨询类项目助理（实习生）.txt,2023-04-07,2023,4,招募：评估咨询类项目助理（实习生）,1218,评估方法,False
2023-04-07_招募：评估咨询类项目经理（全职）丨寻找评估咨询方向的同行者.txt,2023-04-07,2023,4,招募：评估咨询类项目经理（全职）丨寻找评估咨询方向的同行者,1183,评估方法,False
2023-05-08_世界微笑日 ｜ 邀您一起守护孩子们的“幸福微笑”.txt,2023-05-08,2023,5,世界微笑日 ｜ 邀您一起守护孩子们的“幸福微笑”,850,评估方法,False
2023-07-17_报告发布 ｜ 社会组织参与健康中国行动的探索观察——基于117家社会组织案例.txt,2023-07-17,2023,7,报告发布 ｜ 社会组织参与健康中国行动的探索观察——基于117家社会组织案例,4788,行业洞察,False
2023-08-01_参会报名 ｜ 2023年公益评估大会：转型时代下的公益评估：定位、价值与方向.txt,2023-08-01,2023,8,参会报名 ｜ 2023年公益评估大会：转型时代下的公益评估：定位、价值与方向,28,评估方法,False
2023-09-11_「转」社会组织参与国际倡导平台能力建设研讨会在京顺利举办.txt,2023-09-11,2023,9,「转」社会组织参与国际倡导平台能力建设研讨会在京顺利举办,2289,评估方法,True
2023-10-08_招募：政府购买公共服务项目评估助理（实习生）.txt,2023-10-08,2023,10,招募：政府购买公共服务项目评估助理（实习生）,1257,评估方法,False
2023-10-08_招募：评估咨询类项目经理（全职）丨寻找评估咨询方向的同行者.txt,2023-10-08,2023,10,招募：评估咨询类项目经理（全职）丨寻找评估咨询方向的同行者,1192,评估方法,False
2023-10-17_「转」2023第七届良食大会·部分议程公布！（内附参会方式）.txt,2023-10-17,2023,10,「转」2023第七届良食大会·部分议程公布！（内附参会方式）,904,评估方法,True
2024-01-08_2024年中国志愿服务发展指数组织（VIO）面试官招募书.txt,2024-01-08,2024,1,2024年中国志愿服务发展指数组织（VIO）面试官招募书,1022,行业洞察,False
2024-01-17_转载 ｜ 共同看见彼此，梁秀伙伴学习之旅.txt,2024-01-17,2024,1,转载 ｜ 共同看见彼此，梁秀伙伴学习之旅,2316,公益项目,True
2024-02-06_2023第三方评估行业年会在京举行，益生信参与团体标准起草.txt,2024-02-06,2024,2,2023第三方评估行业年会在京举行，参与团体标准起草,3150,政策动态,False
2024-02-27_招募：基金会项目评估咨询实习生（3人）.txt,2024-02-27,2024,2,招募：基金会项目评估咨询实习生（3人）,1170,评估方法,False
2024-03-11_招募：政购项目评估实习生（3人）.txt,2024-03-11,2024,3,招募：政购项目评估实习生（3人）,1187,政策动态,False
2024-03-27_公益观察 ｜ 社会组织与乡村儿童发展.txt,2024-03-27,2024,3,公益观察 ｜ 社会组织与乡村儿童发展,2164,行业洞察,False
2024-04-12_公益行业也需要审计吗？.txt,2024-04-12,2024,4,公益行业也需要审计吗？,1777,评估方法,False
2025-01-28_祝善美路上的你我他，永远坚定自信.txt,2025-01-28,2025,1,祝善美路上的你我他，永远坚定自信,15,其他,False
2026-03-23_诚意招募：项目主管、项目助理、实习生.txt,2026-03-23,2026,3,诚意招募：项目主管、项目助理、实习生,1932,评估方法,False
